p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	Sample
6.99539400717301e-14	-0.784426018229631	0.909	0.913	1.05245702837918e-09	5	RALY	A1
1.03474591130892e-13	-0.862164737239077	0.788	0.899	1.55677522356428e-09	5	CENPB	A1
1.06090860087045e-13	-0.908861947508564	0.861	0.891	1.5961369900096e-09	5	SEC61A1	A1
1.34618486100359e-13	-0.981140944601471	0.601	0.804	2.0253351233799e-09	5	AP2B1	A1
1.35791206164212e-13	-0.90727026380143	0.678	0.819	2.04297869674057e-09	5	INTS1	A1
3.93429752291306e-13	0.774327263452549	0.904	0.645	5.9191506232227e-09	5	DNTTIP2	A1
4.01815216484677e-13	-1.38915270547864	0.558	0.775	6.04530993201196e-09	5	S100A14	A1
1.03017092992893e-12	-0.803792519567555	0.899	0.92	1.54989216407808e-08	5	MIDN	A1
2.2705191756056e-12	-0.937635054716522	0.745	0.87	3.41599609969863e-08	5	AES	A1
4.64253181790534e-12	0.767281369327517	0.88	0.688	6.98468912003859e-08	5	CRISP3	A1
1.30699810018957e-11	-0.811841668777007	0.918	0.957	1.96637864173521e-07	5	GPX4	A1
1.39982535712662e-11	-0.852699333615295	0.697	0.819	2.10603724979699e-07	5	SLC44A2	A1
1.64149248703162e-11	-0.983333802731364	0.423	0.703	2.46962544673908e-07	5	AGPAT2	A1
1.85878899865892e-11	-0.845099433631809	0.755	0.841	2.79654804848235e-07	5	MAP2K2	A1
2.30062365048556e-11	-1.01509166842461	0.168	0.486	3.46128828215552e-07	5	FKBP8	A1
2.59612628488075e-11	-0.928907799313976	0.635	0.826	3.90587199560309e-07	5	EGFL7	A1
2.63887821344952e-11	-0.766131111597264	0.947	0.935	3.97019227213481e-07	5	TSPO	A1
3.67070407419113e-11	-0.837557045706606	0.745	0.841	5.52257427962056e-07	5	PSMD8	A1
8.91858561945378e-11	0.330290930059019	0.995	1	1.34180120644682e-06	5	PTPRF	A1
9.42130450309026e-11	-1.11091978694746	0.519	0.717	1.41743526248993e-06	5	BSG	A1
1.07777721800313e-10	-0.937867514666605	0.322	0.594	1.62151582448571e-06	5	CTSZ	A1
1.13756620343905e-10	-0.899475651611743	0.558	0.79	1.71146835307405e-06	5	LGALS1	A1
1.41472516379109e-10	-0.817230137579029	0.726	0.855	2.12845400892369e-06	5	FBXW5	A1
1.56283024345558e-10	-0.865418716396114	0.562	0.768	2.35127810127892e-06	5	MAF1	A1
3.86170945519823e-10	0.611528942132758	0.957	0.739	5.80994187534573e-06	5	DR1	A1
7.03287165637422e-10	-0.759015695892916	0.861	0.855	1.0580955407015e-05	5	INF2	A1
8.60142426623415e-10	-1.04962257947906	0.514	0.71	1.29408428085493e-05	5	MLST8	A1
1.24479059362968e-09	0.438550738509047	0.995	0.928	1.87278744811586e-05	5	PERP	A1
1.25391220855046e-09	-2.79744265586906	0.471	0.717	1.88651091776417e-05	5	IGKC	A1
1.42489311503892e-09	0.653950644976873	0.837	0.572	2.14375169157606e-05	5	EBNA1BP2	A1
1.51481931945102e-09	0.61980793767022	0.938	0.732	2.27904566611406e-05	5	AIG1	A1
1.77039314004227e-09	-0.879823330122748	0.837	0.862	2.66355647919359e-05	5	EIF3B	A1
2.02905346996205e-09	0.623463266756656	0.875	0.659	3.0527109455579e-05	5	TMED5	A1
2.32071910581479e-09	-0.991166642237746	0.553	0.732	3.49152189469835e-05	5	CLDN3	A1
2.40320845801874e-09	0.728122126068995	0.822	0.529	3.61562712508919e-05	5	EPCAM	A1
2.55990415085061e-09	-0.93179450335968	0.111	0.37	3.85137579495474e-05	5	S100A9	A1
3.55407171499718e-09	-0.855543394743228	0.74	0.783	5.34710089521325e-05	5	C19orf70	A1
4.40775525406603e-09	-0.828776547233405	0.712	0.79	6.63146777974234e-05	5	PRKCSH	A1
4.63496379672032e-09	0.599982099668683	0.923	0.696	6.97330303216572e-05	5	ABCA4	A1
4.85079650214069e-09	-0.912964176351295	0.197	0.471	7.29802333747067e-05	5	CNN2	A1
5.99822718226296e-09	0.689810054529712	0.851	0.696	9.02433279571463e-05	5	H2AFZ	A1
6.07459770039847e-09	-0.499375100956073	0.942	0.942	9.1392322402495e-05	5	ACTN4	A1
8.48993471270545e-09	-0.65869536511564	0.87	0.913	0.000127731067752654	5	PLD3	A1
8.80131562056943e-09	-0.933400866808424	0.505	0.688	0.000132415793511467	5	DNAJB2	A1
1.01875022038391e-08	0.530126114021837	0.894	0.652	0.00015327097065676	5	USMG5	A1
1.11253671599593e-08	-1.39358847097802	0.269	0.514	0.000167381148921587	5	IGFBP2	A1
1.28822449840432e-08	0.625488832303035	0.726	0.442	0.00019381337578493	5	SRP14	A1
1.54625672547641e-08	0.45145699898188	0.99	0.899	0.000232634324347926	5	FUCA2	A1
1.59477431138632e-08	-0.915127043905606	0.269	0.529	0.000239933795148072	5	EMILIN1	A1
1.96654927261543e-08	-0.504046789401878	0.986	0.986	0.000295867338064991	5	SYNGR2	A1
2.05546903625175e-08	0.669195050748024	0.798	0.5	0.000309245316504076	5	TGFBR1	A1
2.53010859614235e-08	0.648960384473146	0.683	0.391	0.000380654838289617	5	PPIF	A1
2.54064648016797e-08	-0.716735790367427	0.212	0.486	0.000382240262941271	5	MVD	A1
2.72560073982427e-08	-0.800898878441839	0.447	0.696	0.000410066631306562	5	GANAB	A1
3.08548937009433e-08	-1.8440613668519	0.721	0.768	0.000464211875730692	5	TFF3	A1
4.0264856019264e-08	0.460715115758302	0.986	0.884	0.000605784758809826	5	HSP90AB1	A1
4.17715933256171e-08	-0.872076135240727	0.389	0.616	0.000628453621583909	5	MAPK3	A1
4.79821793594497e-08	0.530331651884485	0.952	0.855	0.000721891888462921	5	CNN3	A1
4.89611051976029e-08	-0.843047520721358	0.659	0.79	0.000736619827697936	5	HYI	A1
5.34302223841898e-08	-0.790617729439706	0.712	0.812	0.000803857695770135	5	RHBDD3	A1
5.87386891456282e-08	0.664435903159013	0.731	0.464	0.000883723578195976	5	SPAG5	A1
5.87544216218213e-08	0.691477343583131	0.678	0.413	0.000883960273300301	5	IDH1	A1
6.20961319857353e-08	-0.76255615621725	0.365	0.58	0.000934236305725388	5	BCL2L1	A1
6.60665951287863e-08	-0.843295843568843	0.351	0.587	0.00099397192371259	5	TXNRD2	A1
6.88272786918238e-08	-0.904401292800917	0.284	0.522	0.00103550640791849	5	GAS6	A1
7.66947784188791e-08	0.623322993547602	0.817	0.558	0.00115387294131204	5	CCT6A	A1
7.82231960433348e-08	-0.95329688422184	0.029	0.203	0.00117686798447197	5	PPP1R1B	A1
1.02258925020537e-07	-0.650328190024363	0.889	0.877	0.00153848552693398	5	PPP1CA	A1
1.08455791734267e-07	-0.60006553542475	0.024	0.188	0.00163171738664205	5	SUSD2	A1
1.09092075943619e-07	0.508358721943314	0.99	0.964	0.00164129028257174	5	SCGB2A2	A1
1.10650159362574e-07	-0.701661682776177	0.226	0.486	0.00166473164760993	5	DNAJC4	A1
1.11664890686884e-07	0.455359512534782	0.981	0.833	0.00167999828038417	5	CD24	A1
1.12306204392525e-07	-0.345289530915287	0.976	0.928	0.00168964684508554	5	GRINA	A1
1.2391730707069e-07	-0.954012300090523	0.303	0.522	0.00186433588487853	5	FOXP4	A1
1.25192532111255e-07	-0.984238716032128	0.37	0.587	0.00188352164561383	5	DPM2	A1
1.28886096704045e-07	-0.753683935447716	0.476	0.696	0.00193909132491236	5	MPST	A1
1.44122383381288e-07	-0.712277243351807	0.683	0.841	0.00216832125797147	5	JUNB	A1
1.60296017100427e-07	0.540344934117511	0.731	0.435	0.00241165357727592	5	GSDMB	A1
1.66806798220965e-07	0.50304206544648	0.413	0.145	0.00250960827923442	5	MARCH5	A1
1.68738599624109e-07	-0.620766953016374	0.822	0.891	0.00253867223134472	5	PPDPF	A1
1.70683078329955e-07	0.476662829652783	0.697	0.377	0.00256792691347417	5	DNAJC17	A1
1.75451147076224e-07	-0.433981345329237	0.986	0.971	0.0026396625077618	5	STARD10	A1
1.77411291754293e-07	-0.836852818336708	0.279	0.507	0.00266915288444334	5	MCRIP1	A1
2.00160290783371e-07	-0.712414674828853	0.654	0.768	0.00301141157483582	5	PRMT1	A1
2.05787314012061e-07	-0.806105903888638	0.51	0.674	0.00309607013931145	5	CD82	A1
2.0688424611951e-07	0.540095005859351	0.731	0.428	0.00311257348286803	5	KDM4A	A1
2.88419866655545e-07	0.342497323971664	0.995	0.978	0.00433927689383267	5	FASN	A1
2.88663667027568e-07	0.505677794868298	0.938	0.754	0.00434294487042977	5	LDHB	A1
3.31324474943688e-07	-0.758209545295129	0.327	0.565	0.00498477672552778	5	C19orf48	A1
3.38684100914424e-07	-1.02130130852446	0.697	0.79	0.00509550229825751	5	PITX1	A1
3.9487289923788e-07	0.46984118788243	0.938	0.797	0.0059408627690339	5	DDX5	A1
4.08292762958372e-07	-0.556859144091341	0.048	0.232	0.00614276461870871	5	CLIC3	A1
4.08681204509506e-07	-0.478635361901702	0.928	0.971	0.00614860872184551	5	OAZ1	A1
4.70135478491044e-07	-0.758563740119714	0.312	0.543	0.00707318827389776	5	MVB12A	A1
4.98978796140066e-07	0.676022867210969	0.582	0.326	0.0075071359879273	5	ADAT2	A1
5.21242065176104e-07	0.675422044787126	0.601	0.326	0.00784208687057449	5	CDV3	A1
5.33929064956449e-07	-0.713519308701367	0.538	0.674	0.00803296278226977	5	TP53I13	A1
5.97999127965261e-07	-0.834290535185634	0.5	0.674	0.00899689688023736	5	GNAI2	A1
6.50778734751121e-07	0.448911700812448	0.957	0.826	0.00979096606433062	5	TUBB	A1
7.09405734358076e-07	0.555389293048957	0.716	0.449	0.0106730092734173	5	GSR	A1
7.13229955236214e-07	0.507252621731958	0.736	0.493	0.0107305446765288	5	ILF2	A1
7.46672262164527e-07	-0.481625309140314	0.971	0.942	0.0112336841842653	5	CTSD	A1
7.7237400195041e-07	0.551779179408744	0.822	0.609	0.0116203668593439	5	VTA1	A1
7.91879073605331e-07	-0.684203563393731	0.144	0.377	0.0119138206623922	5	CBLC	A1
8.03430986043797e-07	-0.7728506546323	0.577	0.746	0.0120876191850289	5	PGLS	A1
8.35413438703454e-07	0.477816967749018	0.913	0.761	0.0125687951852935	5	HNRNPA2B1	A1
8.61622088689558e-07	0.530044911862316	0.841	0.63	0.0129631043243344	5	APOD	A1
8.77103997782881e-07	-0.751118705821769	0.625	0.732	0.0131960296466435	5	SELM	A1
9.4735013168033e-07	0.632765990779996	0.462	0.21	0.0142528827311306	5	EIF3M	A1
1.0128074249426e-06	0.518896941443859	0.745	0.478	0.0152376877082615	5	ALG14	A1
1.04571398254744e-06	0.591902907068126	0.63	0.391	0.0157327668674262	5	PRDX3	A1
1.05107876639263e-06	-0.758723264085728	0.13	0.333	0.0158134800403772	5	SLC6A8	A1
1.06355530207168e-06	0.584479020736142	0.75	0.486	0.0160011895196685	5	FAM84B	A1
1.15615350640321e-06	-0.753023363605891	0.058	0.232	0.0173943295038364	5	PKP1	A1
1.17390186880037e-06	0.564610212252667	0.505	0.268	0.0176613536161016	5	HEXB	A1
1.20105303808186e-06	-0.882352040593965	0.457	0.609	0.0180698429579415	5	LTBP3	A1
1.213017487882e-06	-0.543246338759574	0.962	0.928	0.0182498481051847	5	PLXNB2	A1
1.21642112000892e-06	-0.793573233397853	0.534	0.652	0.0183010557505342	5	BAD	A1
1.35631640943395e-06	0.549861885258038	0.399	0.159	0.0204057803799337	5	ABRACL	A1
1.37208266647631e-06	0.514773810290622	0.697	0.449	0.0206429837171361	5	NUFIP2	A1
1.37306788331334e-06	-1.11088309396649	0.058	0.232	0.0206578063044492	5	IGLC2	A1
1.61855240841591e-06	-0.764527184133695	0.389	0.587	0.0243511209846174	5	SGTA	A1
1.6472547336558e-06	0.561515912493296	0.519	0.254	0.0247829474678515	5	RNF4	A1
1.66503626280819e-06	0.413010689941145	0.899	0.739	0.0250504705739492	5	MAGED1	A1
1.68831282870784e-06	-0.518827652778329	0.938	0.92	0.0254006665079094	5	LMAN2	A1
1.68871684609327e-06	-0.529137201658852	0.803	0.841	0.0254067449494732	5	MAZ	A1
1.89399161867453e-06	-0.483059781772969	0.889	0.899	0.0284951039029583	5	EIF5A	A1
1.92349448475269e-06	0.584005580455482	0.779	0.565	0.0289389745231043	5	NDUFA6	A1
2.08300349251604e-06	-0.503258466267508	0.909	0.935	0.0313387875449038	5	CD81	A1
2.09303334875555e-06	0.52046474553934	0.649	0.37	0.0314896867320272	5	VDAC1	A1
2.09384506725464e-06	-0.595572756523648	0.832	0.855	0.031501899036846	5	NDUFA3	A1
2.18708551263831e-06	-0.712634225649858	0.115	0.312	0.0329047015376434	5	CLU	A1
2.2311029804511e-06	-1.51507479839703	0.178	0.377	0.0335669443408868	5	IGHA1	A1
2.30150748168548e-06	-0.708649840965979	0.692	0.746	0.034626180061958	5	PTOV1	A1
2.30892605606716e-06	0.553403580277529	0.764	0.543	0.0347377925135304	5	ARFGEF3	A1
2.3410500763621e-06	-0.722663882824385	0.327	0.536	0.0352210983988678	5	SHB	A1
2.39619514784535e-06	0.458979893066555	0.764	0.471	0.0360507559993333	5	PPP1CB	A1
2.39739358957775e-06	-0.748557264422472	0.24	0.464	0.0360687865551973	5	AGRN	A1
2.48051886214187e-06	0.518836364404892	0.438	0.181	0.0373194062809244	5	UGT2B11	A1
2.57542015254354e-06	0.605516825001564	0.596	0.333	0.0387471961950175	5	MYC	A1
2.60810407470457e-06	-0.774983744266929	0.062	0.232	0.0392389258039303	5	KRT17	A1
2.61469754155137e-06	0.673200560165329	0.51	0.275	0.0393381245126403	5	MRPL58	A1
2.70245451705258e-06	-0.848722963147435	0.341	0.529	0.0406584282090561	5	PLVAP	A1
2.75128806136007e-06	0.408839229913067	0.745	0.493	0.0413931288831622	5	PTRH2	A1
2.75784265669849e-06	0.652099894496234	0.548	0.326	0.0414917427700287	5	SLBP	A1
2.81458545344898e-06	0.498129894056263	0.572	0.319	0.0423454381471399	5	WSB1	A1
2.96020366241176e-06	-0.540875151788112	0.865	0.884	0.0445362641009849	5	COL18A1	A1
3.08188569470438e-06	-0.612993147597796	0.74	0.855	0.0463669702768275	5	NPDC1	A1
3.18722885006859e-06	0.509810383275124	0.803	0.572	0.047951858049282	5	NDUFA4	A1
3.19066066090294e-06	-0.649474109549017	0.726	0.819	0.0480034896432847	5	ZYX	A1
3.21992111535611e-06	-1.02108268523458	0.913	0.928	0.0484437131805327	5	MUC1	A1
3.28388317997138e-06	0.451365529847086	0.841	0.63	0.0494060224426694	5	TMED2	A1
3.33334645196025e-06	-0.454496049159881	0.933	0.935	0.0501501973697419	5	AP2S1	A1
3.49353717519012e-06	-0.776721411081573	0.673	0.783	0.0525602668007353	5	UQCRC1	A1
3.69027887546641e-06	0.50608833932755	0.716	0.435	0.0555202456813921	5	PXN	A1
3.85676887329875e-06	-0.479496921909564	0.841	0.913	0.0580250876987796	5	MRPL12	A1
3.86338194353326e-06	0.518623253898075	0.832	0.638	0.0581245813404579	5	MCM7	A1
3.89365503049708e-06	0.491250966645211	0.346	0.123	0.0585800399338286	5	DDX24	A1
4.38420478975162e-06	-0.863948994723488	0.5	0.623	0.0659603610618131	5	PLXND1	A1
4.59703759867955e-06	-0.426588459094254	0.913	0.891	0.0691624306721338	5	H1FX	A1
4.60875827746647e-06	-0.716595169181191	0.332	0.543	0.069338768284483	5	ELOF1	A1
4.73993749573387e-06	0.435699885844378	0.957	0.819	0.071312359623316	5	ATP5A1	A1
4.84292502650995e-06	0.544470659186236	0.663	0.442	0.0728618070238422	5	TMEM56	A1
5.1409049158215e-06	0.470986636269827	0.596	0.333	0.0773449144585345	5	PEX3	A1
5.15850821705189e-06	0.496163014829666	0.659	0.442	0.0776097561255457	5	PPP1R10	A1
5.64566706884807e-06	-0.689628723823235	0.308	0.522	0.0849390610508192	5	NAGLU	A1
5.68960227081113e-06	0.451776834030421	0.5	0.246	0.0856000661643534	5	TMCO1	A1
5.75941860682117e-06	0.507503954020994	0.312	0.101	0.0866504529396246	5	SLC13A3	A1
5.8121025803225e-06	-0.834841666660167	0.433	0.587	0.087443083320952	5	TMEM160	A1
6.36917849522219e-06	0.429178474882376	0.812	0.594	0.0958242904606178	5	ARF4	A1
6.56537587510737e-06	-0.52504865341205	0.88	0.884	0.0987760800409904	5	METRN	A1
6.6198511535905e-06	0.552334373293785	0.635	0.406	0.099595660605769	5	SNX7	A1
6.6229258442536e-06	0.470581639568709	0.76	0.507	0.0996419193267955	5	ARPC3	A1
6.99912064063513e-06	0.561623402485614	0.659	0.486	0.105301770038356	5	TOMM20	A1
7.03164008119051e-06	0.484082622055825	0.394	0.167	0.105791025021511	5	GOLGA8A	A1
7.16383677982003e-06	-0.77016561059587	0.202	0.406	0.107779924352392	5	DCAF15	A1
7.38679717029605e-06	-0.634990037016137	0.692	0.797	0.111134363427104	5	AKT1S1	A1
7.70152873646083e-06	-0.620653815266411	0.644	0.754	0.115869499840053	5	SHC1	A1
7.73609621538674e-06	-0.598684172999423	0.087	0.254	0.116389567560494	5	POLD1	A1
7.77352359400191e-06	0.434913707569277	0.885	0.739	0.116952662471759	5	HNRNPAB	A1
7.80253728905966e-06	0.510842706664445	0.587	0.333	0.117389173513903	5	AHI1	A1
7.92340984338542e-06	-0.628043354016148	0.375	0.572	0.119207701093734	5	SLC4A2	A1
7.94279847980148e-06	0.437567792283405	0.899	0.804	0.119499403128613	5	ATP5B	A1
7.96546005537868e-06	0.505106715006491	0.875	0.681	0.119840346533172	5	REEP3	A1
8.11433497929565e-06	0.41820412089417	0.962	0.877	0.122080169763503	5	C1orf122	A1
8.50089310935795e-06	0.53358660253455	0.476	0.239	0.12789593683029	5	SESN1	A1
8.79087474900311e-06	0.4970961900696	0.894	0.717	0.132258710598752	5	CALM2	A1
1.00141172122234e-05	0.357152600024643	0.962	0.899	0.150662393457901	5	TXNIP	A1
1.05553401022988e-05	0.405501085027069	0.923	0.725	0.158805091839085	5	CD9	A1
1.14186683033352e-05	-0.649654860152134	0.264	0.457	0.171793864623678	5	GPS1	A1
1.15071160706904e-05	0.482520625085039	0.755	0.536	0.173124561283538	5	CLTC	A1
1.20787714237122e-05	0.464759282820171	0.837	0.587	0.181725116069749	5	ASPH	A1
1.22894163326706e-05	-0.503957229270672	0.865	0.862	0.184894268725029	5	SDF4	A1
1.23328299499785e-05	-0.787195379041292	0.341	0.507	0.185547426597427	5	ZMYND19	A1
1.23525731016626e-05	-0.614849133180354	0.63	0.739	0.185844462314514	5	FLNA	A1
1.25736269395548e-05	0.517158007424391	0.649	0.435	0.189170217305602	5	TIMM17A	A1
1.27236065874741e-05	0.486527443327288	0.668	0.42	0.191426661108548	5	NOP10	A1
1.28614795259067e-05	0.434659869116618	0.505	0.275	0.193500959467266	5	VPS4B	A1
1.33942900270512e-05	-0.512385390836168	0.88	0.899	0.201517093456985	5	HMGA1	A1
1.34802512631853e-05	-0.699525680430359	0.769	0.797	0.202810380254623	5	FASTK	A1
1.38499013570707e-05	0.462903240589799	0.543	0.312	0.208371765917128	5	PTBP2	A1
1.42873366237048e-05	0.452187795029883	0.183	0.029	0.214952979503638	5	C21orf59	A1
1.51527698198425e-05	0.421912784740552	0.668	0.435	0.227973421939531	5	SLC18B1	A1
1.52125756730696e-05	0.534226171050335	0.5	0.283	0.228873201001332	5	KIAA2013	A1
1.56397889829956e-05	-0.580192429613454	0.683	0.754	0.235300625249169	5	SERINC2	A1
1.58056243479882e-05	-0.846593406236734	0.356	0.522	0.237795618315483	5	ZDHHC12	A1
1.58242418607297e-05	0.537227248614094	0.692	0.493	0.238075718794679	5	VEGFA	A1
1.59569194921516e-05	-0.581017794831789	0.534	0.703	0.24007185375942	5	CCDC124	A1
1.65372186933502e-05	0.407062547663254	0.812	0.616	0.248802455241454	5	DYNLL1	A1
1.69740684138528e-05	0.454912773403011	0.644	0.413	0.255374859286416	5	BMF	A1
1.70159848844186e-05	-0.553824555432174	0.072	0.232	0.256005492586077	5	GSDMD	A1
1.93759967478965e-05	0.444943833342425	0.889	0.783	0.291511871072103	5	MLF2	A1
1.95712298088483e-05	0.515626164399765	0.49	0.29	0.294449152474123	5	RRM2	A1
1.97142330212664e-05	0.484610206921169	0.231	0.058	0.296600635804953	5	ELMOD2	A1
1.97786305631158e-05	0.410524479919629	0.88	0.717	0.297569496822078	5	CCDC152	A1
2.03289858786886e-05	-0.580634052489187	0.697	0.739	0.30584959254487	5	CCT7	A1
2.04237923973804e-05	-0.550051604147477	0.562	0.71	0.307275956618588	5	C4orf48	A1
2.09731682167716e-05	-0.824906903991768	0.072	0.225	0.315541315821329	5	TFF1	A1
2.17352306591896e-05	0.451463266009442	0.88	0.746	0.327006545267507	5	SOD1	A1
2.23818678431313e-05	0.450567305003925	0.885	0.754	0.336735201699911	5	ABCD3	A1
2.2554926687531e-05	0.506969118348512	0.361	0.152	0.339338872013903	5	CPSF2	A1
2.26325981142414e-05	-0.471645005403945	0.856	0.855	0.340507438628762	5	FKBP2	A1
2.29820874647308e-05	-0.438430799155305	0.957	0.949	0.345765505906876	5	NUPR1	A1
2.33226683260062e-05	1.10601711924021	0.832	0.848	0.350889544964763	5	CRACR2B	A1
2.41267932561208e-05	1.2866656736902	0.957	0.884	0.362987604538337	5	GNAS	A1
2.47226140700698e-05	0.383134869118453	0.712	0.486	0.3719517286842	5	CCT5	A1
2.52511141594909e-05	0.513550006870979	0.587	0.37	0.379903012529541	5	SRSF2	A1
2.55255294840309e-05	0.344103425575962	0.769	0.572	0.384031591087245	5	CDK12	A1
2.58352840300638e-05	0.549395916388189	0.385	0.174	0.38869184823231	5	BAHD1	A1
2.58975006081721e-05	0.453619201932936	0.764	0.529	0.389627896649949	5	MGST1	A1
2.59245059090632e-05	0.425023533122032	0.611	0.355	0.390034191401855	5	ADCY6	A1
2.67624131912178e-05	0.418376565974094	0.697	0.442	0.402640506461871	5	LTV1	A1
2.79099072170134e-05	0.338061191518547	0.971	0.862	0.419904554079966	5	CHCHD2	A1
2.82078842632392e-05	0.371489887115172	0.476	0.246	0.424387618740434	5	ACSL3	A1
2.83493067662705e-05	-0.632221213390683	0.543	0.674	0.426515320298539	5	PIGQ	A1
2.8782100815619e-05	0.405867480290893	0.909	0.754	0.433026706770988	5	HSP90AA1	A1
2.91733868405673e-05	-0.627652363537996	0.433	0.609	0.438913605016335	5	YIF1A	A1
3.00259040871334e-05	0.430050105844004	0.668	0.449	0.451739726990922	5	RBM3	A1
3.0856153608527e-05	-0.699575787745774	0.827	0.833	0.464230831040289	5	CLDN4	A1
3.15719582283904e-05	-0.394477698942437	0.981	0.92	0.475000111546134	5	PRSS8	A1
3.16375365819192e-05	-0.682450571125911	0.548	0.667	0.475986737874974	5	GBF1	A1
3.18255607983562e-05	0.50990744724542	0.745	0.536	0.478815562211268	5	YWHAG	A1
3.20232671823645e-05	0.325441375672187	0.764	0.522	0.481790054758673	5	CBX3	A1
3.30163596274327e-05	-0.630881065342203	0.721	0.833	0.496731130594725	5	TIMP1	A1
3.32342154217743e-05	0.531623047484278	0.438	0.232	0.500008771020595	5	SLC39A11	A1
3.43982261168099e-05	0.441257065642339	0.75	0.536	0.517521311927405	5	CYB5A	A1
3.54150482791564e-05	-0.532661949968977	0.702	0.761	0.532819401359907	5	SEPN1	A1
3.54751354399525e-05	0.475391152738401	0.572	0.319	0.533723412694085	5	BCLAF1	A1
3.55729701027963e-05	-0.650440373046168	0.053	0.188	0.53519533519657	5	CX3CL1	A1
3.59880916916194e-05	0.418712083950259	0.87	0.616	0.541440839500414	5	SEC16A	A1
3.61886441089232e-05	0.406125878354808	0.688	0.478	0.544458150618749	5	STX7	A1
3.64644252838783e-05	-0.539852552533211	0.038	0.167	0.548607278395948	5	GPX3	A1
3.67955518530201e-05	0.298201454468587	0.976	0.92	0.553589077628687	5	JTB	A1
3.71622862509998e-05	0.433333405160368	0.947	0.87	0.559106596646292	5	COX7C	A1
3.74292298320571e-05	-0.528957527180968	0.87	0.884	0.5631227628233	5	MZT2B	A1
3.85085873236259e-05	0.428221858710309	0.663	0.457	0.579361696283952	5	ARPC1A	A1
3.91112913352032e-05	-0.437732263846951	0.779	0.87	0.588429378138133	5	CD151	A1
4.01198692040818e-05	0.26326467323737	0.99	0.964	0.603603432175411	5	TUBA1B	A1
4.13711492470893e-05	-0.572179521952167	0.615	0.739	0.622428940422459	5	DAPK3	A1
4.14303334796485e-05	0.502235991257745	0.596	0.406	0.623319367201312	5	TAF15	A1
4.1848317230368e-05	-0.489882049778434	0.106	0.275	0.629607932730887	5	NOXA1	A1
4.24353307450822e-05	0.530294826011485	0.317	0.13	0.638439551059762	5	ATP6V1H	A1
4.27634674219725e-05	-0.740903489038989	0.303	0.486	0.643376367363577	5	HNRNPUL2	A1
4.29206796212799e-05	0.402872895545968	0.817	0.638	0.645741624902156	5	ITM2B	A1
4.30879022963313e-05	-0.639737237266936	0.442	0.609	0.648257490048305	5	ZNF703	A1
4.34977428234068e-05	0.566314868906905	0.5	0.312	0.654423540778156	5	GTF2B	A1
4.35715497209977e-05	0.457592645218003	0.572	0.341	0.655533965552411	5	GRSF1	A1
4.4963269635279e-05	0.475858561291974	0.529	0.312	0.676472391662772	5	GALNT3	A1
