p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	Sample
5.50832368776195e-08	-0.773041168997551	0.077	0.317	0.000828727298823785	5	TSPAN1	A1
6.0162342700769e-08	-0.865659024261612	0.759	0.833	0.00090514244593307	5	NRBP1	A1
6.74307506224865e-08	-1.61838350696195	0.626	0.733	0.00101449564311531	5	S100A14	A1
6.79778674805376e-08	-0.776629528653787	0.948	0.917	0.00102272701624469	5	TSPO	A1
8.87160713127125e-08	0.967961770333344	0.682	0.283	0.00133473329289976	5	VEGFA	A1
9.80409419021483e-08	-1.26624789313654	0.584	0.717	0.00147502597091782	5	CXXC5	A1
1.00374672422237e-07	-1.04262179523894	0.699	0.833	0.00151013694659255	5	HCFC1R1	A1
1.05233249416288e-07	0.901302479342244	0.794	0.467	0.00158323423746806	5	MAP7	A1
1.12229859482513e-07	0.681888210953954	0.797	0.417	0.0016884982359144	5	EBNA1BP2	A1
1.23910711048625e-07	0.727805099062105	0.878	0.583	0.00186423664772657	5	HNRNPAB	A1
1.51477557017497e-07	0.826042610354652	0.738	0.35	0.00227897984532824	5	MGST1	A1
1.66596563641075e-07	-1.34380575114864	0.185	0.45	0.00250644529997998	5	PNMT	A1
1.6908464718491e-07	0.696571375227551	0.825	0.433	0.00254387851689697	5	COX6C	A1
2.08421855904117e-07	0.697916616362436	0.895	0.533	0.00313570682207744	5	ABCA4	A1
2.20757352835974e-07	0.861909529034958	0.958	0.717	0.00332129437341724	5	KRT81	A1
2.43098907605028e-07	0.79593832565411	0.734	0.35	0.00365742306491765	5	CLTC	A1
2.45774882038973e-07	0.929558349233941	0.545	0.133	0.00369768310027635	5	ESD	A1
2.77594883389921e-07	-1.10625824043126	0.087	0.317	0.00417641502060136	5	PKP1	A1
3.26898565569901e-07	0.809878295659765	0.818	0.517	0.00491818891899917	5	ZFP36L1	A1
3.89729441016587e-07	-0.732712433109981	0.014	0.15	0.00586347944009455	5	NEU4	A1
3.90721078414231e-07	0.660272524711729	0.696	0.267	0.00587839862474211	5	CCT5	A1
3.91724885326144e-07	-1.33591762130684	0.304	0.55	0.00589350089973184	5	HSPB1	A1
3.93674184684093e-07	0.759860846193434	0.86	0.5	0.00592282810857218	5	REEP3	A1
3.957236926501e-07	0.774564993562799	0.643	0.233	0.00595366295592075	5	IDH1	A1
4.37822894375356e-07	0.716894117972923	0.818	0.467	0.00658704544587723	5	TMED2	A1
4.52820769013364e-07	0.782211196937324	0.811	0.5	0.00681268846980606	5	APOD	A1
4.8241709667025e-07	-1.11829894607417	0.262	0.517	0.00725796521940392	5	CNN2	A1
5.51057583899236e-07	0.758983206387167	0.685	0.267	0.00829066134976401	5	SRP14	A1
6.03474184120106e-07	0.867255309711207	0.486	0.117	0.009079269100087	5	PKIB	A1
6.07333260900332e-07	-1.54085405401105	0.101	0.333	0.00913732891024549	5	IGHG3	A1
6.19564650729418e-07	0.827430819737885	0.724	0.367	0.0093213501702241	5	YWHAG	A1
7.08111910279498e-07	0.782731470116097	0.49	0.117	0.010653543690155	5	GTF2B	A1
7.43064474342362e-07	0.622215649397316	0.713	0.317	0.0111794050164808	5	PTRH2	A1
7.57446052585824e-07	-1.04650223711045	0.332	0.6	0.0113957758611537	5	GAS6	A1
7.71410370107109e-07	0.776665354238462	0.787	0.45	0.0116058690182615	5	MTF2	A1
8.0292848503156e-07	-0.385180099048839	0.01	0.133	0.0120800590572998	5	SAA1	A1
8.19687961073729e-07	0.746512022520588	0.797	0.45	0.0123322053743542	5	ASPH	A1
8.82079416765159e-07	0.719520779875624	0.71	0.3	0.0132708848252318	5	ALG14	A1
9.04743019174731e-07	-0.362004953085737	0.01	0.133	0.0136118587234838	5	COL17A1	A1
9.08478684212808e-07	0.654273677877671	0.913	0.683	0.0136680618039817	5	IFT20	A1
9.57826722354815e-07	0.769037859288558	0.85	0.5	0.0144105030378282	5	H2AFZ	A1
9.76076185259713e-07	0.679586877919907	0.881	0.6	0.0146850662072324	5	ABCD3	A1
1.04126700637157e-06	0.816529822037784	0.584	0.2	0.0156658621108602	5	TMEM181	A1
1.05754268038948e-06	0.707736020915255	0.542	0.15	0.0159107296264598	5	RAB2A	A1
1.22413429086245e-06	0.77212886423328	0.664	0.267	0.0184171004060256	5	LTV1	A1
1.24561933010678e-06	0.726811900869692	0.811	0.383	0.0187403428214566	5	TMEM97	A1
1.2577402141785e-06	-0.76700480158077	0.049	0.233	0.0189227015223156	5	AREG	A1
1.29421989106574e-06	0.711675492261416	0.836	0.467	0.0194715382610841	5	TNFAIP1	A1
1.30110238479131e-06	0.623659256753323	0.832	0.417	0.0195750853791853	5	POLDIP2	A1
1.33551784123773e-06	-0.719753179491976	0.003	0.1	0.0200928659214217	5	FABP4	A1
1.37537418092308e-06	-0.530145991730761	0.948	0.917	0.0206925045519878	5	ACTN4	A1
1.38274514545561e-06	0.776676298512255	0.661	0.267	0.0208034007133796	5	HSPD1	A1
1.45783148292555e-06	-0.432805673513535	0.003	0.1	0.0219330746606148	5	KRT14	A1
1.46145852417812e-06	0.798449645863277	0.675	0.3	0.0219876434962598	5	GSR	A1
1.48846270594747e-06	-1.02057103120098	0.332	0.567	0.0223939214109798	5	EMILIN1	A1
1.54000065310872e-06	-0.844980536929712	0.783	0.817	0.0231693098260206	5	MAP2K2	A1
1.60128643715272e-06	0.567661578707135	0.899	0.583	0.0240913544469627	5	CD9	A1
1.60330676106993e-06	0.858829418511342	0.5	0.167	0.0241217502202971	5	CACYBP	A1
1.62635002826266e-06	-0.454788095117209	0.028	0.183	0.0244684361752117	5	TRIM29	A1
1.62982411637818e-06	-0.427927147610502	0.017	0.15	0.0245207038309097	5	WNT7B	A1
1.73837882802176e-06	0.782175909180516	0.444	0.083	0.0261539094675874	5	SESN1	A1
1.9166237770712e-06	-0.966681634579816	0.549	0.717	0.0288356047260361	5	DNAJB2	A1
2.25045968336136e-06	0.587014402837939	0.937	0.733	0.0338581659361716	5	ATP5E	A1
2.26371615199301e-06	0.757511080476456	0.78	0.4	0.0340576095067348	5	CCT6A	A1
2.36672702755796e-06	-0.850731701598274	0.748	0.8	0.0356074081296095	5	C19orf70	A1
2.38087058458194e-06	0.405010095361326	0.986	0.95	0.0358201979450353	5	SPINT2	A1
2.47574420365037e-06	0.659218957776219	0.773	0.45	0.0372475715439198	5	DYNLL2	A1
2.50881160072721e-06	0.374421540143265	0.997	0.95	0.0377450705329409	5	NDUFB9	A1
2.58044090263734e-06	-0.822056145631425	0.615	0.733	0.0388227333801788	5	MRPL41	A1
2.69727530844711e-06	0.622678192030484	0.619	0.233	0.0405805070155868	5	BMF	A1
2.78126306243668e-06	0.787181851235258	0.787	0.5	0.0418441027743598	5	COMMD6	A1
2.90349232443427e-06	-0.746998415579752	0.052	0.233	0.0436830420211135	5	CRABP2	A1
2.96441462082644e-06	-1.14534000765413	0.038	0.2	0.0445996179703337	5	IGLC3	A1
3.0769938951414e-06	0.64469704723726	0.948	0.683	0.0462933731524023	5	ATP5A1	A1
3.34162256259415e-06	0.644876483509496	0.51	0.15	0.0502747114542289	5	SCARB2	A1
3.46139418859604e-06	0.761560602898627	0.559	0.2	0.0520766755674274	5	TMEM125	A1
3.57069606364312e-06	0.587636735687687	0.65	0.25	0.0537211222775108	5	RBM3	A1
3.84139988978949e-06	-0.962175027903506	0.154	0.383	0.0577938613418829	5	CLU	A1
3.86592350646872e-06	-0.703240157285047	0.881	0.833	0.0581628191548219	5	COL18A1	A1
3.98053212077764e-06	0.701826730286762	0.741	0.367	0.0598871057570996	5	TMEM63C	A1
3.98095599641763e-06	0.730582563144262	0.392	0.067	0.0598934829661033	5	UGT2B11	A1
4.0384883065247e-06	-0.955795745514432	0.51	0.7	0.0607590565716641	5	SAT1	A1
4.26320499434591e-06	0.464015202089337	0.654	0.3	0.0641399191399341	5	PXDN	A1
4.29006855440006e-06	0.821060549896116	0.538	0.2	0.0645440814009489	5	ADAT2	A1
4.44859310990958e-06	0.762836222657298	0.605	0.25	0.0669290833385897	5	SNX7	A1
4.44863253440875e-06	0.51800326289847	0.727	0.333	0.0669296764801796	5	ARHGAP29	A1
4.51580464840044e-06	-0.940663075984944	0.507	0.667	0.0679402809351847	5	AGPAT2	A1
4.67261135378603e-06	0.659779619785088	0.839	0.467	0.0702994378177108	5	SLC25A3	A1
5.51569082489251e-06	0.790090992772075	0.524	0.2	0.0829835684605079	5	CCDC47	A1
5.5716705603264e-06	-0.542822708125187	0.993	1	0.0838257835801107	5	STARD3	A1
5.58484104634596e-06	-0.634603025471353	0.916	0.883	0.084023933542275	5	RALY	A1
6.21531496428398e-06	0.672846672050663	0.871	0.6	0.0935094136376524	5	CALM2	A1
6.50868677081603e-06	0.7812517297202	0.552	0.233	0.0979231924669271	5	COPB2	A1
6.51278519894578e-06	0.742424447511123	0.503	0.15	0.0979848533181393	5	GRHPR	A1
6.60177188823626e-06	0.616383922351604	0.769	0.417	0.0993236580585145	5	GALNT7	A1
7.1922462485995e-06	0.703241852123	0.402	0.083	0.108207344810179	5	THOC7	A1
7.22854024948495e-06	0.690075805912212	0.472	0.133	0.108753388053501	5	RNF4	A1
7.26680910865635e-06	-1.33484155967243	0.738	0.717	0.109329143039735	5	PITX1	A1
7.29550267325415e-06	-0.867998031635538	0.171	0.4	0.109760837719109	5	SLC6A8	A1
7.32660367448522e-06	0.653559478341102	0.661	0.3	0.11022875228263	5	NUFIP2	A1
7.5420430736667e-06	0.725571889522619	0.5	0.167	0.113470038043316	5	GALNT3	A1
7.65655264405175e-06	0.666347629105311	0.857	0.55	0.115192834529759	5	TSC22D1	A1
7.68455367314977e-06	-1.22987924381492	0.227	0.45	0.115614110012538	5	PLK2	A1
8.09161019231673e-06	0.489209870340337	0.979	0.833	0.121738275343405	5	VMP1	A1
8.24283160943769e-06	-0.88392274511605	0.535	0.7	0.12401340156399	5	MPST	A1
8.28501410455229e-06	-1.21987796013296	0.203	0.433	0.124648037202989	5	AQP1	A1
8.56847009244461e-06	-0.759589330675954	0.783	0.783	0.128912632540829	5	PSMD8	A1
8.72923703116245e-06	0.627685564685311	0.647	0.317	0.131331371133839	5	TOMM20	A1
9.56037953981432e-06	-0.282026148532008	0.01	0.117	0.143835910176507	5	VTCN1	A1
9.57297367300449e-06	0.533683936854021	0.587	0.233	0.144025388910353	5	RNASE1	A1
9.60783045922253e-06	0.497016582145495	0.804	0.45	0.144549809259003	5	SLC38A2	A1
9.82556179429667e-06	-1.00464162154136	0.217	0.45	0.147825577195193	5	ISG15	A1
9.84091431416037e-06	0.612923707349016	0.79	0.383	0.148056555856543	5	EFNA1	A1
1.00778022648796e-05	0.539516747272306	0.794	0.45	0.151620535075114	5	DYNLL1	A1
1.01385800053704e-05	-0.682690419354906	0.93	0.95	0.152534936180798	5	GPX4	A1
1.02319513671129e-05	-0.67704079963785	0.895	0.867	0.153939708318213	5	RABAC1	A1
1.20459335775999e-05	0.557157196009966	0.965	0.75	0.18123107067499	5	CHCHD2	A1
1.21624954286395e-05	-0.537242391402118	0.969	0.917	0.182984743723882	5	CTSD	A1
1.22641987559464e-05	-0.913752338418011	0.748	0.85	0.184514870283214	5	TIMP1	A1
1.27408575922445e-05	0.722005922980362	0.545	0.233	0.191686202475319	5	MYC	A1
1.29625455139382e-05	0.621010447007948	0.633	0.25	0.1950214972572	5	PPIF	A1
1.30490633417816e-05	0.526301870118444	0.759	0.433	0.196323157977104	5	HNRNPF	A1
1.31269125677628e-05	0.399900416822691	0.804	0.467	0.197494399581991	5	DDT	A1
1.32854790303613e-05	0.432306212488979	0.997	0.95	0.199880032011786	5	FASN	A1
1.35464198262621e-05	0.609446106617031	0.878	0.583	0.203805886286114	5	SOD1	A1
1.51594853202625e-05	-0.52804543290323	0.955	1	0.228074456643349	5	UBE2M	A1
1.53518370098749e-05	-0.378579310748084	0.049	0.217	0.230968387813568	5	CAMK2N1	A1
1.60750886182184e-05	0.695519238506402	0.797	0.483	0.241849708261095	5	PIGS	A1
1.60891737146887e-05	-0.776294030348605	0.654	0.75	0.242061618537492	5	ALKBH7	A1
1.61939618397218e-05	-0.75299668124959	0.063	0.233	0.243638155878614	5	MFSD7	A1
1.62752507689671e-05	0.590357081748145	0.601	0.233	0.24486114781911	5	VDAC1	A1
1.65565448217405e-05	-1.11744906139732	0.531	0.633	0.249093216843086	5	PLXND1	A1
1.65950033922201e-05	0.362513558608257	0.993	0.95	0.249671826035952	5	SUPT6H	A1
1.70307990746061e-05	-0.900065123505542	0.311	0.55	0.256228372077448	5	VWA1	A1
1.75038175975273e-05	0.707252611803613	0.671	0.367	0.263344935754798	5	CD164	A1
1.85619988972141e-05	0.510223727086177	0.507	0.183	0.279265273408587	5	PTBP2	A1
1.88136729290956e-05	0.545529166749736	0.825	0.583	0.283051709218243	5	PPCS	A1
1.89656288096398e-05	-0.495277801500396	0.017	0.133	0.285337885441031	5	SEC14L2	A1
2.04793196848165e-05	0.727864486987498	0.545	0.217	0.308111364658064	5	RBX1	A1
2.09201642521705e-05	0.741136925630075	0.465	0.167	0.314743871173905	5	RNF149	A1
2.19318087457611e-05	-0.550941721010466	0.944	0.95	0.329964062579976	5	OAZ1	A1
2.436439078968e-05	0.592709464738	0.72	0.417	0.366562259430735	5	HN1L	A1
2.48941265818364e-05	0.729870333444294	0.374	0.083	0.374532134423728	5	HIVEP2	A1
2.64053585408076e-05	0.566516312330674	0.871	0.517	0.39726861924645	5	BAMBI	A1
2.64460051404811e-05	0.695023462522477	0.374	0.083	0.397880147338538	5	IPO8	A1
2.71330459754327e-05	-1.43828832056861	0.094	0.283	0.408216676700384	5	IGLC2	A1
2.74840192636361e-05	0.722135406193434	0.406	0.1	0.413497069821405	5	EIF1AX	A1
2.79777494291647e-05	0.532014775612348	0.951	0.817	0.420925240161783	5	C1orf122	A1
2.83842078821009e-05	-0.729031167536923	0.808	0.817	0.427040407586208	5	CYBA	A1
2.84778194083452e-05	0.409855190462816	0.395	0.1	0.428448792998553	5	NDUFS1	A1
2.86162701463327e-05	0.590442870867429	0.661	0.333	0.430531784351576	5	STX7	A1
3.02464221579457e-05	0.714013719250241	0.591	0.283	0.455057421366293	5	G3BP2	A1
3.05947679720371e-05	0.568053301492047	0.741	0.367	0.460298284139299	5	EZR	A1
3.08296462812622e-05	0.725400934882182	0.339	0.067	0.463832028301589	5	GNPNAT1	A1
3.11996690219862e-05	0.557479801515577	0.668	0.283	0.469399020435783	5	PCBD1	A1
3.13378020570043e-05	0.404212153447335	0.395	0.083	0.471477231947629	5	VLDLR	A1
3.22714140589081e-05	0.33274559461768	0.822	0.517	0.485523424516272	5	SKP1	A1
3.24177599384729e-05	0.716561134788557	0.49	0.183	0.487725198274325	5	OLA1	A1
3.24417485278319e-05	0.688934203155984	0.5	0.183	0.488086106601231	5	SYPL1	A1
3.26533600324435e-05	0.480564574706911	0.71	0.367	0.491269801688113	5	RSL1D1	A1
3.33431971008383e-05	0.508636558943528	0.93	0.767	0.501648400382113	5	ARHGEF2	A1
3.37968622255159e-05	-1.00794274636682	0.329	0.517	0.508473792182887	5	C1QA	A1
3.38501703016908e-05	0.74254994126706	0.367	0.083	0.509275812188938	5	AXIN1	A1
3.39605618392937e-05	0.571101191550572	0.549	0.217	0.510936652872173	5	PEX3	A1
3.39704773508492e-05	-0.858447196625148	0.336	0.533	0.511085831743526	5	MCRIP1	A1
3.49793756905745e-05	-0.741301599089278	0.92	0.85	0.526264707264694	5	MIDN	A1
3.52303699372176e-05	0.663768951697682	0.269	0.017	0.530040915705439	5	TOMM34	A1
3.58362349527439e-05	0.610882538421456	0.626	0.317	0.539156154864033	5	PPP1R10	A1
3.64400138904484e-05	0.561695816299779	0.902	0.567	0.548240008981796	5	H1F0	A1
3.71985776458009e-05	-1.02853099754137	0.427	0.6	0.559652600681075	5	DPM2	A1
3.76973854954158e-05	0.550963163188208	0.462	0.167	0.56715716477853	5	HEXB	A1
3.77700486953369e-05	0.62436199439684	0.888	0.65	0.568250382621344	5	MLF2	A1
3.78296752956537e-05	0.619881427271236	0.346	0.067	0.56914746482311	5	KIAA0907	A1
3.90949753551653e-05	-1.20233636617988	0.336	0.517	0.588183904218462	5	TCF25	A1
3.99914869652772e-05	0.598205449425403	0.577	0.25	0.601671921392595	5	TAF15	A1
4.00948856554367e-05	-0.580615016341209	0.986	0.95	0.603227554686045	5	ADAM15	A1
4.18225563978272e-05	0.567054656135864	0.629	0.283	0.62922036100531	5	NOP10	A1
4.31208232094361e-05	0.665919948442304	0.685	0.35	0.648752785185966	5	NAP1L1	A1
4.32580910455053e-05	0.627945809665317	0.5	0.183	0.650817979779628	5	AFMID	A1
4.33055079506929e-05	0.423583872482897	0.846	0.567	0.651531367118175	5	USMG5	A1
4.48367287145071e-05	0.61360386656675	0.315	0.05	0.674568583509759	5	SFXN1	A1
4.5183372266728e-05	0.410552507967708	0.647	0.283	0.679783835752923	5	ETFA	A1
4.58476517890582e-05	0.534622658747824	0.605	0.25	0.689777921166381	5	ID2	A1
4.61940284616819e-05	0.644330240430453	0.434	0.133	0.694989158206004	5	KLHDC2	A1
4.76659672115058e-05	-0.739993926113838	0.15	0.35	0.717134476697104	5	PREX1	A1
4.81459070879649e-05	0.559533469358331	0.892	0.667	0.724355172138432	5	HNRNPA2B1	A1
4.862515905231e-05	0.593724191356471	0.395	0.1	0.731565517942004	5	SLC11A2	A1
4.87262699868989e-05	0.351725656391371	0.633	0.267	0.733086731952894	5	DNAJC17	A1
4.87765274157059e-05	-0.772049962500768	0.734	0.783	0.733842854969295	5	PRKCSH	A1
4.94906975678957e-05	0.396670820811759	0.916	0.7	0.74458754490899	5	TMEM9	A1
5.18269519219575e-05	0.488457307553116	0.741	0.383	0.779736491665851	5	NFIB	A1
5.26740582384455e-05	0.609592524637162	0.287	0.033	0.792481206197413	5	ELF1	A1
5.32662225877943e-05	0.478237293742286	0.808	0.483	0.801390318833366	5	ARF1	A1
5.38620695317785e-05	0.424068101014633	0.682	0.317	0.810354836105607	5	LAPTM4B	A1
5.867846594256e-05	0.573585332449088	0.409	0.117	0.882817520105815	5	GTF2H5	A1
5.98084993091678e-05	0.671297263174274	0.51	0.217	0.899818872106429	5	SLBP	A1
6.08737794025927e-05	0.647626426342708	0.734	0.4	0.915846011112007	5	ARFGEF3	A1
6.22021131493244e-05	0.683830557508694	0.483	0.2	0.935830792331586	5	WNK1	A1
6.26305698370494e-05	0.483783901554687	0.885	0.667	0.942276923198407	5	CYB561	A1
6.29836630720077e-05	0.667608864902292	0.444	0.133	0.947589210918355	5	FRAT2	A1
6.45409500596181e-05	0.51090249657128	0.902	0.583	0.971018593646955	5	PCBP2	A1
6.53023855156659e-05	0.676912870483396	0.36	0.083	0.982474390083194	5	CPT1A	A1
6.53438630217443e-05	0.478641735434409	0.535	0.217	0.983098419162143	5	HNRNPUL1	A1
6.59213517282163e-05	0.527647945570837	0.598	0.3	0.991786736751014	5	RAB11A	A1
6.60119692115522e-05	0.585609588121391	0.706	0.367	0.993150076787803	5	PPP1CB	A1
6.64059036510593e-05	0.612003176969099	0.615	0.317	0.999076820430188	5	TIMM17A	A1
6.77460448505121e-05	0.557304043296168	0.332	0.067	1	5	SPRED2	A1
6.84992796993936e-05	0.574765659641055	0.752	0.417	1	5	NDUFA6	A1
6.90958098601633e-05	0.707543656083031	0.524	0.217	1	5	RAB3D	A1
7.00503348189092e-05	0.5874973685174	0.832	0.467	1	5	SEC16A	A1
7.09044287330087e-05	0.58753088707885	0.549	0.233	1	5	LRRC8B	A1
7.12492119187316e-05	0.428535356454903	0.423	0.133	1	5	COG3	A1
7.24721217528037e-05	-0.693138644850168	0.899	0.817	1	5	PPP1CA	A1
7.40674142132782e-05	0.35701744276036	0.997	0.967	1	5	MLLT6	A1
7.43004458091001e-05	-0.911683488228059	0.664	0.783	1	5	HLA-B	A1
7.69060095196639e-05	0.679670834106281	0.346	0.083	1	5	NUP98	A1
8.18294636121197e-05	0.581317908129147	0.556	0.233	1	5	SERINC3	A1
8.34494016973112e-05	0.576110969621579	0.503	0.217	1	5	PPP1R13L	A1
8.55097454380505e-05	0.685177661167339	0.294	0.05	1	5	UBE2T	A1
8.98873975035129e-05	-0.813702103201136	0.094	0.267	1	5	GATA3	A1
9.19256638447647e-05	0.596906907428864	0.301	0.05	1	5	DDX24	A1
9.19837783635055e-05	0.462122695275654	0.497	0.217	1	5	RSRP1	A1
9.28993162692098e-05	-1.13717632576727	0.224	0.4	1	5	ENPP1	A1
9.2971641671441e-05	0.589590795548318	0.696	0.4	1	5	FAM84B	A1
9.36233934870018e-05	0.530819627737698	0.413	0.15	1	5	RNF135	A1
9.46353781794304e-05	0.619340463106166	0.479	0.183	1	5	PSMA7	A1
9.47125764563642e-05	0.694289924403574	0.381	0.117	1	5	LYPLA1	A1
9.56719968193391e-05	0.573834672296096	0.895	0.7	1	5	DDIT4	A1
9.68590374034789e-05	0.412701089951785	0.787	0.433	1	5	ARF4	A1
9.71979588854748e-05	0.63007453392327	0.584	0.3	1	5	PRDX3	A1
9.80781227531785e-05	0.556766801900265	0.752	0.467	1	5	EIF1	A1
9.89280145741227e-05	0.65721852984325	0.594	0.283	1	5	TMEM57	A1
9.98494972147525e-05	0.542695897800383	0.853	0.5	1	5	COPZ1	A1
9.99635270231972e-05	0.593052466811015	0.633	0.3	1	5	TM4SF1	A1
0.000100578575370052	-0.970728198426394	0.469	0.633	1	5	A2M	A1
0.000101023342011866	0.589095568350912	0.815	0.467	1	5	MCM7	A1
0.000101093631059829	-0.641724721129223	0.091	0.267	1	5	CLIC3	A1
0.000104286824542969	0.532289082373456	0.615	0.3	1	5	TACSTD2	A1
0.000104737837102782	0.660883974034467	0.367	0.1	1	5	ZNF644	A1
0.000104744102563511	0.482367806516511	0.944	0.717	1	5	TUBB	A1
0.000104856632366842	0.268926544732154	0.997	0.967	1	5	TRAF4	A1
0.000105136462891325	-0.805142856062039	0.671	0.75	1	5	MRPL28	A1
0.00010769283857892	0.538784809545337	0.269	0.033	1	5	CAMLG	A1
0.00010777678801715	0.723144848169542	0.43	0.167	1	5	ELOVL5	A1
